TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Mellow,Concentration,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,PPG_Ambient,PPG_IR,PPG_Red,Heart_Rate,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2023-03-06 12:03:52.744,1.3679669,1.1884316,0.0,1.3929205,1.2985151,1.3620696,0.0,1.7764658,1.1648422,1.0595881,0.0,1.4391536,0.84040475,0.81217915,0.0,1.2559749,0.5354779,0.9179937,0.0,0.34254095,1624.2124,902.1612,1571.4286,391.64835,187.36264,0.0,0.0,0.16748046875,0.282470703125,0.9483642578125,-2.953338623046875,0.6878662109375,20.553741455078125,422271.0622710623,7.660190476190476E7,1.7795018315018315E7,110.40766,1,4.0,1.0,2.0,4.0,95.00
2023-03-06 12:03:52.810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-03-06 12:03:53.255,1.3679669,1.1884316,0.0,1.3929205,1.2985151,1.3620696,0.0,1.7764658,1.1648422,1.0595881,0.0,1.4391536,0.84040475,0.81217915,0.0,1.2559749,0.5354779,0.9179937,0.0,0.34254095,0.0,711.5751,199.45055,1188.6447,1016.5934,0.0,0.0,0.164306640625,0.2470703125,0.96160888671875,5.226287841796875,-4.32159423828125,4.568328857421875,423882.7838827839,7.794285714285713E7,1.7329230769230768E7,110.40766,1,4.0,1.0,2.0,4.0,95.00
2023-03-06 12:03:53.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2023-03-06 12:03:53.560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-03-06 12:03:53.762,1.3679669,1.1884316,0.0,1.3929205,1.2985151,1.3620696,0.0,1.7764658,1.1648422,1.0595881,0.0,1.4391536,0.84040475,0.81217915,0.0,1.2559749,0.5354779,0.9179937,0.0,0.34254095,202.27106,792.5641,1067.7656,1049.6337,842.1245,0.0,0.0,0.18389892578125,0.26495361328125,0.9517822265625,6.83380126953125,-1.398162841796875,1.084136962890625,423076.92307692306,7.80298901098901E7,1.728893772893773E7,99.384254,1,4.0,1.0,4.0,4.0,95.00
2023-03-06 12:03:53.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-03-06 12:03:53.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2023-03-06 12:03:54.274,1.3679669,1.1884316,0.0,1.3929205,1.2985151,1.3620696,0.0,1.7764658,1.1648422,1.0595881,0.0,1.4391536,0.84040475,0.81217915,0.0,1.2559749,0.5354779,0.9179937,0.0,0.34254095,1624.2124,743.8095,1162.4542,843.73627,616.4835,0.0,0.0,0.15728759765625,0.23016357421875,0.97296142578125,1.6748046875,-2.811279296875,3.42437744140625,423882.7838827839,7.834336996336997E7,1.725106227106227E7,98.398926,1,4.0,1.0,4.0,4.0,95.00
2023-03-06 12:03:54.628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-03-06 12:03:54.760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2023-03-06 12:03:54.775,1.3679669,1.1884316,0.0,1.3929205,1.2985151,1.3620696,0.0,1.7764658,1.1648422,1.0595881,0.0,1.4391536,0.84040475,0.81217915,0.0,1.2559749,0.5354779,0.9179937,0.0,0.34254095,594.3223,809.0842,1177.3627,675.31134,1230.9524,0.0,0.0,0.1251220703125,0.23077392578125,0.96661376953125,-4.5458984375,0.695343017578125,-7.05810546875,423076.92307692306,7.824666666666667E7,1.72196336996337E7,98.398926,1,4.0,1.0,4.0,4.0,95.00
2023-03-06 12:03:54.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-03-06 12:03:54.960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2023-03-06 12:03:55.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-03-06 12:03:55.275,1.3679669,1.1884316,0.0,1.3929205,1.2985151,1.3620696,0.0,1.7764658,1.1648422,1.0595881,0.0,1.4391536,0.84040475,0.81217915,0.0,1.2559749,0.5354779,0.9179937,0.0,0.34254095,0.0,878.7912,1577.0696,652.3443,754.2857,0.0,0.0,0.1331787109375,0.2982177734375,0.9588623046875,6.467437744140625,-3.043060302734375,6.826324462890625,422271.0622710623,7.760358974358974E7,1.757904761904762E7,98.398926,1,4.0,1.0,4.0,4.0,95.00
2023-03-06 12:03:55.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-03-06 12:03:55.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-03-06 12:03:55.777,1.3679669,1.1884316,0.0,1.3929205,1.2985151,1.3620696,0.0,1.7764658,1.1648422,1.0595881,0.0,1.4391536,0.84040475,0.81217915,0.0,1.2559749,0.5354779,0.9179937,0.0,0.34254095,153.51648,828.022,1563.773,1050.4396,782.8938,0.0,0.0,0.14141845703125,0.2342529296875,0.9671630859375,-1.1962890625,-3.21502685546875,-3.15521240234375,423076.92307692306,7.794608058608058E7,1.7233333333333332E7,98.398926,1,4.0,1.0,1.0,4.0,95.00
2023-03-06 12:03:55.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-03-06 12:03:56.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
